8300,2650,9000,3000,78.80800019,0,113.0400009,16.21531428,302.5060028,110.9179405,5.143999866,45.77862854,45.77862854,0,8.405999995,0,0,0,0.230800842,0.584444344,397.7601181,111.5023848,96.70125695,121.4460009,727.4097608,1
4179,5799,5000,5000,0.336000013,5.454999925,0.25,15.27659855,5.880000113,7.793824197,5.312000178,45.91348915,45.91348915,0,7.464000036,1.551608025,3.945886397,0,0.236728563,1.339093232,21.72932724,16.13952538,97.13897848,11.65988643,146.6677175,0
2089,2362,3000,3000,78.01370836,72.41166689,33.49994426,15.84054838,106.9405552,46.74791067,5.276583362,23.76698348,23.76698348,0,10.98527783,331.215632,14.17803999,0,0.878287485,1.419001475,201.6730995,451.794211,52.81055033,58.66326208,764.9411229,2
7220,4380,7000,5000,0.333000013,0,0.215000002,14.05697727,5.798000192,0.953234464,5.358000132,54.28743554,54.28743554,0,7.406000094,1.538971067,0,0,0.22928032,2.131539369,20.4172578,4.6237449,113.9328712,7.621000096,146.594874,5
2182,3322,3000,3000,78.89999775,115.4750025,0.25,16.1214428,37.13000105,8.43017387,5.28000021,66.7457466,66.7457466,0,11.2600002,115.0162039,0,0,0.228526175,32.7991314,132.3799678,271.7205117,138.7714934,11.5100002,554.3819731,2
7220,4380,7000,5000,0.339000013,0,0.210000002,14.04679488,5.874000119,0.953869265,5.356000134,47.27025985,47.27025985,0,7.42000008,1.544478214,0,0,0.23186661,2.132528066,20.49166162,4.630875545,99.89651983,7.630000082,132.6490571,5
1307.5,5098,1000,5000,78.89100036,0,0.220000002,16.46276283,5.934000066,89.99266768,5.266000176,1.054746451,1.054746451,0,7.400000098,400.3302919,4.431416988,0,0.227772832,1.840160098,101.5155361,492.1631197,7.375493078,12.05141709,613.1055659,2
7220,4380,7000,5000,0.343333347,0,0.211111113,17.6347404,139.9844475,8.543352658,5.280000103,29.69315787,29.69315787,0,7.45333338,0,25.81791178,0,0.23467547,2.147718304,158.1971967,10.69107096,64.66631584,33.48235627,267.0369398,5
3984,3247,3000,3000,78.14212526,0,56.59277778,16.28806171,85.71580488,71.52294754,5.26552781,33.51077813,33.51077813,0,7.438777838,217.1911609,33.85603211,0,2.818563282,1.496736268,182.9645551,290.2108447,72.28708406,97.88758773,643.3500716,2
2246,2941,3000,3000,78.34987529,85.40327773,3.681277781,16.21920228,162.7918053,88.57487923,5.262527842,47.44962353,47.44962353,0,7.450777826,250.2848197,44.35231876,0,2.817259047,1.181272459,260.1781419,425.4442491,100.1617749,55.48437437,841.2685403,2
2739,1201,3000,1000,77.205999,0,0.225000002,58.39610519,286.5540009,0.957034761,5.396000102,37.5031673,37.5031673,0,7.392000105,1.547639073,0,0,4.689505577,14.08026801,426.8456107,16.58494184,80.4023347,7.617000107,531.4498873,4
7220,4380,7000,5000,77.41499941,0,70.8529996,16.10824986,5.876000117,88.42021064,5.213999892,2.634600354,2.634600354,0,7.97400017,0,0,0,0.235751612,0.818841028,99.635001,89.23905167,10.4832006,78.82699977,278.184253,1
2902,867,3000,1000,79.16999968,0,10.7960001,59.92135849,36.09600028,0.946078491,5.175999834,59.30029945,59.30029945,0,7.444000056,0,0,0,0.227870881,0.582545316,175.4152293,1.528623807,123.7765987,18.24000016,318.960452,4
7220,4380,7000,5000,0.336000013,0,0.235000001,14.05538311,5.878000115,0.954391581,5.372000118,45.70178909,45.70178909,0,7.412000086,1.525645601,0,0,0.221922515,2.128907084,20.49130575,4.608944266,96.7755783,7.647000087,129.5228284,5
8300,2650,9000,3000,80.61222162,0,114.1122216,16.18289886,36.30000009,98.61769443,5.368889011,1.039765583,1.039765583,0,8.744444423,1.547218799,0,0,0.23654846,2.074234116,133.331669,102.2391473,7.448420178,122.856666,365.8759025,1
2547,3872,3000,3000,77.16555617,73.22666717,45.0699999,14.66564433,204.9044458,0.959355043,5.351111149,22.18350333,22.18350333,0,23.6511109,647.4581163,0,0,0.233868192,0.584198362,296.9695145,722.2283369,49.71811781,68.7211108,1137.63708,2
7220,2650,7000,3000,77.49800034,20.20999986,0.230000001,16.07347792,5.912000084,96.34807132,5.304000186,55.65824739,55.65824739,0,7.45000005,395.458606,62.68265343,0,6.054111432,0.815984673,105.5375898,512.8326619,116.620495,70.36265348,805.3534001,2
8300,2650,9000,3000,0.345000014,0,107.5599999,13.96585101,5.878000115,0.960002798,7.185999824,119.0394141,119.0394141,0,8.636000062,1.551740945,0,0,0.236909916,2.133634161,20.42576105,4.645377904,245.264828,116.196,386.5319669,1
2599.5,1332,3000,1000,77.51125049,0,0.237500001,59.44103575,5.880000114,13.6807859,51.94999998,1.027285144,1.027285144,0,7.44000006,0,0,0,0.235196745,1.844607756,143.0674831,15.52539366,54.00457026,7.677500061,220.2749471,4
3162,2698,3000,3000,78.2695002,13.18065276,5.493652798,16.25557175,124.3420555,71.64822467,5.259527821,40.53213943,40.53213943,0,7.447777829,235.8372146,36.14671858,0,2.817565279,1.339138154,221.6846928,322.0052302,86.32380669,49.0881492,679.1018789,2
2927.5,865.5,3000,1000,79.02100143,0,10.80900012,60.1330921,332.3679995,0.947483051,5.191999818,57.16808433,57.16808433,0,7.47000003,0,0,0,0.22831876,0.582515353,471.7504118,1.529998404,119.5281685,18.27900015,611.0875788,4
7220,4380,7000,5000,0.330000013,0,0.230000001,14.04862537,5.828000162,0.953910053,5.346000144,49.49145697,49.49145697,0,7.416000084,1.54430908,0,0,0.231797203,2.132202267,20.43842275,4.6304214,104.3289141,7.646000085,137.0437583,5
7220,4380,7000,5000,0.333333346,0,0.205555558,16.21185662,17.231111,10.53132152,5.19555537,41.71555874,41.71555874,0,7.49777778,0,0,0,0.229712756,0.583228767,34.00601373,11.11455029,88.62667285,7.703333338,141.4505702,5
7220,4380,7000,5000,0.336000013,0,0.215000002,14.0553112,5.834000156,0.951811749,5.328000162,53.32473107,53.32473107,0,7.418000082,1.533737612,0,0,0.23083396,2.131094837,20.45614533,4.616644198,111.9774623,7.633000084,144.6832519,5
2659,1234.5,3000,1000,77.84199908,0,0.210000002,31.23769951,527.9140015,0.953905875,5.37200012,47.21746483,47.21746483,0,7.386000108,1.546002828,0,0,4.738426828,18.46766873,641.7321269,20.96757743,99.80692978,7.59600011,770.1026342,4
7220,4380,7000,5000,0.345000014,0,0.205000003,14.04614792,5.878000115,0.954480535,5.366000125,46.71705399,46.71705399,0,7.424000076,1.543967378,0,0,0.231578185,2.13254876,20.50072623,4.630996673,98.80010811,7.629000079,131.5608311,5
870,1368,1000,1000,77.91400069,0,0.245,60.0602253,37.03400001,100.287142,5.318000172,132.4198332,132.4198332,0,7.442000058,1.541784061,0,0,0.234221393,33.32260819,175.2424474,135.1515343,270.1576666,7.687000058,588.2386483,4
7220,4380,7000,5000,0.336000013,0,0.205000003,16.22700349,13.46999996,11.74657603,5.185999824,53.29364737,53.29364737,0,7.478000022,0,0,0,0.229922917,0.582662499,30.26292638,12.32923853,111.7732946,7.683000025,162.0484595,5
836,1321.5,1000,1000,77.73499908,0,0.225000002,55.70522901,310.2599975,126.1163177,50.05600005,47.69629211,47.69629211,0,7.488000012,0,0,0,6.208168413,0.587371266,449.908394,126.703689,145.4485843,7.713000014,729.7736672,4
2522.5,2623.5,3000,3000,81.6680008,0,0.205000003,16.10416126,5.924000073,0.950298607,5.392000104,59.20831374,59.20831374,0,7.424000076,255.6224763,0,0,0.230922404,2.446249545,103.9270845,259.0190245,123.8086276,7.629000079,494.3837367,2
7220,4380,7000,5000,0.600000017,0,0.211111113,16.11324989,123.3911121,8.585647796,5.237777657,87.18945441,87.18945441,0,7.41555564,0,362.8166707,0,0.235309238,1.085551521,140.3396712,9.671199317,179.6166865,370.4433374,700.0708944,5
2147,3913.5,3000,3000,78.38299943,0,14.70400014,16.47805423,5.916000081,52.80425313,5.245999908,1.012578869,1.012578869,0,7.482000018,229.7209845,12.60709594,0,0.229807453,1.843883049,101.0068612,284.3691207,7.271157646,34.79309609,427.4402357,2
8300,2650,9000,3000,77.29799957,0,127.9869988,15.01952229,37.14200021,63.04725932,5.34000015,53.94132118,53.94132118,0,8.66200018,1.539794458,0,0,0.232281329,8.627170091,129.6918034,73.21422387,113.2226425,136.648999,452.7776688,1
2812,938,3000,1000,78.47900008,0,10.7500001,59.9910328,297.6820023,0.950349879,5.21599989,59.38153953,59.38153953,0,7.464000036,0,0,0,0.230831789,0.584503138,436.3828669,1.534853017,123.979079,18.21400014,580.1107991,4
7220,4380,7000,5000,0.348750014,0,0.218750002,16.20578696,197.6424973,12.02749539,5.275000035,40.17279326,40.17279326,0,7.475000025,0,26.76129673,0,0.233940067,1.454027838,214.4309743,13.48152322,85.62058656,34.45504675,347.9881308,5
2441,2569,3000,3000,67.12758349,29.83604179,23.262361,16.10073503,119.2997216,57.74116511,5.272083354,1.529555182,30.52955518,0,10.76627781,340.8643173,21.94919988,0,1.604254827,1.447699984,204.132295,429.8892242,37.33119372,55.97783869,727.3305515,2
